L	2.1542	21.9	0.558654	0.6216	-0.495031	-0.381509
R	5.86205	21.95	0.563238	0.602525	-0.447493	-0.376501
L	0.144078	22	0.545547	0.583699	-0.442259	-0.371433
R	1.65111	22.05	0.535686	0.565128	-0.423311	-0.366307
L	4.32286	22.1	0.487526	0.546812	-0.452548	-0.361122
R	6.7029	22.15	0.501183	0.528756	-0.389716	-0.355881
L	3.17364	22.2	0.500387	0.510962	-0.370307	-0.350583
R	4.22395	22.25	0.467324	0.493433	-0.395696	-0.34523
L	1.43156	22.3	0.449695	0.476172	-0.392416	-0.339823
R	2.06334	22.35	0.456251	0.459181	-0.34731	-0.334362
L	0.592955	22.4	0.442289	0.442462	-0.344159	-0.328848
R	1.72698	22.45	0.447179	0.42602	-0.305321	-0.323282
L	0.613103	22.5	0.421272	0.409856	-0.316674	-0.317665
R	4.30929	22.55	0.402748	0.393973	-0.32281	-0.311998
L	5.92002	22.6	0.373413	0.378373	-0.335687	-0.306282
R	1.66202	22.65	0.357193	0.363059	-0.336447	-0.300517
L	0.812009	22.7	0.341869	0.348033	-0.334329	-0.294705
R	5.8259	22.75	0.288236	0.333298	-0.392793	-0.288846
L	3.99317	22.8	0.280563	0.318855	-0.378758	-0.282942
R	2.90443	22.85	0.277504	0.304708	-0.349075	-0.276993
L	1.85947	22.9	0.270454	0.290859	-0.336996	-0.271
R	0.53203	22.95	0.254575	0.277309	-0.33763	-0.264964
L	2.40308	23	0.257093	0.26406	-0.316074	-0.258887
R	0.119542	23.05	0.239802	0.251116	-0.318398	-0.252769
L	1.78143	23.1	0.243259	0.238478	-0.297586	-0.246611
R	0.666824	23.15	0.22617	0.226147	-0.303819	-0.240414
L	0.200714	23.2	0.205184	0.214126	-0.310125	-0.234179
R	0.267643	23.25	0.19892	0.202417	-0.294786	-0.227907
L	1.12211	23.3	0.171027	0.191022	-0.30915	-0.221599
R	8.27953	23.35	0.13008	0.179942	-0.353562	-0.215255
L	0.476015	23.4	0.122307	0.169179	-0.342793	-0.208879
R	6.34867	23.45	0.12364	0.158735	-0.302975	-0.202468
L	1.89638	23.5	0.0886468	0.148612	-0.324437	-0.196027
R	0.646656	23.55	0.0762187	0.138811	-0.317092	-0.189554
L	8.79913	23.6	0.104449	0.129333	-0.268333	-0.183051
R	2.35114	23.65	0.117314	0.120181	-0.222646	-0.176519
L	0.408275	23.7	0.0974426	0.111355	-0.232049	-0.169959
R	0.256209	23.75	0.0856688	0.102857	-0.233037	-0.163373
L	4.19358	23.8	0.10169	0.0946879	-0.203455	-0.156761
R	1.59169	23.85	0.104938	0.0868499	-0.183107	-0.150124
L	1.64192	23.9	0.0775178	0.0793437	-0.202559	-0.143463
R	0.7574	23.95	0.0818665	0.0721706	-0.177544	-0.136779
L	2.06588	24	0.0897051	0.0653316	-0.159909	-0.130074
R	2.75146	24.05	0.0807555	0.0588279	-0.160122	-0.123349
L	0.731419	24.1	0.0732854	0.0526604	-0.1596	-0.116604
R	9.70828	24.15	0.00682565	0.0468302	-0.26007	-0.10984
L	2.87099	24.2	-0.0175088	0.0413382	-0.271811	-0.10306
R	0.143572	24.25	-0.0296516	0.0361852	-0.269809	-0.0962627
L	0.930269	24.3	-0.039862	0.0313721	-0.266549	-0.0894504
R	6.65194	24.35	-0.00672544	0.0268996	-0.18747	-0.0826241
L	1.99213	24.4	0.00121469	0.0227684	-0.168894	-0.0757847
R	4.08472	24.45	-0.00929643	0.0189791	-0.167909	-0.0689333
L	0.632453	24.5	-0.00802458	0.0155325	-0.157641	-0.062071
R	2.76059	24.55	-0.0160437	0.0124289	-0.151688	-0.0551989
L	0.928754	24.6	-0.0118797	0.00966898	-0.139301	-0.0483182
R	6.56578	24.65	-0.0297611	0.00725307	-0.148781	-0.0414297
L	6.48143	24.7	-0.0593996	0.00518158	-0.172039	-0.0345348
R	1.45571	24.75	-0.0483968	0.00345484	-0.140159	-0.0276344
L	4.18946	24.8	-0.039318	0.00207312	-0.12313	-0.0207296
R	2.1585	24.85	-0.0315778	0.00103664	-0.0953639	-0.0138215
L	0.458019	24.9	-0.0392581	0.000345566	-0.0984329	-0.00691132
